age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44.0,0.0,0,1.0,0,0.04589200144964497,0,0,,12,6,0.034710743801652885,2,0.0,0,,0
44.0,5.0,1,1.0,0,0.04571750714755507,0,0,1.0,7,7,0.04,2,0.0,0,,0
26.0,8.0,1,2.0,0,0.051757694527590235,0,0,1.0,30,1,0.054545454545454536,3,0.0,0,,0
41.0,1.0,1,2.0,0,0.12343458477067422,0,0,1.0,20,11,0.058842975206611574,2,0.0,0,,0
55.0,2.0,1,0.0,0,0.05288519617186346,1,0,,5,5,0.0803305785123967,1,0.0,0,,0
67.0,9.0,1,,0,0.053811358236802186,0,0,0.0,17,8,0.03801652892561983,1,0.12155963302752296,2,0.0,0
56.0,3.0,1,1.0,0,0.05499255043556462,0,1,1.0,30,7,0.04793388429752066,2,0.0,0,,0
53.0,6.0,1,1.0,0,0.04587857881102267,0,1,1.0,21,8,0.023140495867768597,2,0.0,0,,0
68.0,9.0,1,1.0,0,0.1006966349444974,0,0,0.0,14,7,0.2952066115702479,2,0.0,0,,1
31.0,4.0,1,1.0,0,0.0467644729600945,0,0,1.0,27,8,0.025454545454545452,3,0.0,0,,0
59.0,1.0,1,1.0,0,0.04503295257781775,0,0,1.0,21,11,0.011900826446280993,1,0.0,0,,0
32.0,1.0,0,2.0,0,0.07850901330183488,1,0,1.0,26,8,0.3153719008264463,6,0.0,0,,1
49.0,4.0,1,2.0,0,0.061046160454222086,0,0,1.0,13,8,0.11570247933884298,3,0.0,0,,1
42.0,6.0,1,1.0,0,0.06877760030066711,1,0,,14,5,0.04826446280991736,1,0.0,0,,0
,9.0,1,0.0,0,0.04754298600018792,0,0,0.0,22,10,0.030743801652892564,1,0.0,0,,1
32.0,2.0,1,1.0,0,0.07250909383766661,1,0,1.0,14,11,0.04231404958677686,1,0.0,0,,1
33.0,1.0,1,1.0,0,0.0972872847344331,1,0,1.0,6,5,0.2515702479338843,1,0.393348623853211,2,0.0,1
,0.0,0,2.0,0,0.049341619575576166,1,0,,30,5,0.0039669421487603315,18,0.0,0,,0
38.0,1.0,0,2.0,0,0.20515160870323887,1,0,,17,11,0.2,2,0.1169724770642202,3,0.0,0
36.0,1.0,0,2.0,0,0.051891920913813235,0,0,1.0,11,8,0.033719008264462814,2,0.0,0,,0
52.0,2.0,1,1.0,0,0.05946228909679065,1,0,1.0,13,5,0.1193388429752066,1,0.0,0,,0
32.0,4.0,1,2.0,0,0.049784566650112085,1,0,1.0,13,5,0.06644628099173554,3,0.0,0,,0
32.0,4.0,0,2.0,0,0.07405269727923115,1,0,1.0,21,11,0.00231404958677686,4,0.0,0,,0
34.0,1.0,0,2.0,0,0.056173742634327055,1,0,,7,5,0.03338842975206612,2,0.0,0,,0
55.0,2.0,1,0.0,0,0.046415484355914687,0,0,0.0,2,2,0.01818181818181818,3,0.006880733944954129,2,1.0,0
26.0,2.0,1,0.0,0,0.04446920175568113,1,0,,21,5,0.13917355371900827,1,0.0,0,,0
32.0,5.0,0,0.0,1,0.03307338156534812,1,1,1.0,4,2,0.06611570247933883,1,0.0,0,,0
61.0,6.0,1,,0,0.10660259593830956,1,0,1.0,27,1,0.058512396694214874,1,0.106651376146789,1,2.0,1
45.0,2.0,1,0.0,0,0.055797908752902636,0,0,,5,6,0.33520661157024795,3,0.0,0,,1
37.0,4.0,0,1.0,0,0.04752956336156562,1,0,1.0,20,8,0.5738842975206612,2,0.0,0,,0
38.0,4.0,0,1.0,0,0.04514033368679615,0,0,1.0,29,8,0.031074380165289257,2,0.0,0,,0
34.0,4.0,1,2.0,0,0.06512664259540141,1,0,1.0,15,6,0.14446280991735538,1,0.06536697247706423,1,1.0,1
53.0,2.0,1,1.0,0,0.07441510852203326,1,0,1.0,14,7,0.08859504132231405,3,0.0,0,,0
48.0,6.0,1,1.0,0,0.08559616649440947,1,0,0.0,15,7,0.0512396694214876,2,0.0,0,,0
57.0,1.0,1,1.0,0,0.045569858122709764,0,1,0.0,4,2,0.04495867768595041,1,0.0,0,,0
33.0,3.0,0,2.0,0,0.07339498798673844,0,0,1.0,17,11,0.09619834710743802,1,0.0,0,,0
36.0,9.0,0,1.0,0,0.04582488825653347,1,1,,26,5,0.1024793388429752,1,0.0,0,,0
54.0,4.0,1,1.0,0,0.05499255043556462,1,1,,15,5,0.1900826446280992,1,0.0,0,,0
41.0,2.0,1,0.0,0,0.03754312022657414,0,1,0.0,8,7,0.18181818181818185,3,0.0,0,,0
63.0,9.0,1,1.0,0,0.05003959678393578,1,0,1.0,7,10,0.10545454545454544,1,0.0,0,,0
48.0,1.0,1,2.0,0,0.12348827532516342,0,0,1.0,13,8,0.07371900826446283,2,0.0,0,,0
48.0,0.0,1,1.0,0,0.06265687708889814,0,0,1.0,4,7,0.04297520661157025,2,0.0,0,,0
56.0,6.0,1,1.0,0,0.2709493832297553,0,0,1.0,7,10,0.07239669421487603,1,0.0,0,,0
51.0,2.0,1,1.0,0,0.04719399739600811,1,0,1.0,8,5,0.04297520661157025,1,0.19610091743119265,5,0.0,0
31.0,0.0,1,1.0,0,0.049006053610018654,1,0,1.0,28,1,0.049917355371900826,1,0.0,0,,0
29.0,4.0,1,1.0,0,0.050428853303982495,1,0,1.0,21,7,0.04165289256198347,4,0.0,0,,0
41.0,1.0,1,1.0,0,0.04446920175568113,0,1,1.0,7,7,0.20694214876033054,3,0.0,0,,0
32.0,4.0,0,2.0,0,0.04930135165970927,0,0,1.0,19,11,0.052892561983471066,2,0.0,0,,0
37.0,1.0,1,2.0,0,0.04446920175568113,0,0,1.0,16,7,0.08727272727272728,2,0.2098623853211009,3,2.0,1
42.0,5.0,1,2.0,1,0.044496047032925735,1,0,,5,5,0.12429752066115705,1,0.0,0,,0
31.0,1.0,0,2.0,0,0.12833384786781385,1,0,,9,5,0.04958677685950413,2,0.0,0,,0
41.0,0.0,1,2.0,0,0.04999932886806888,1,0,,3,6,0.04958677685950413,5,0.0,0,,0
56.0,9.0,1,1.0,0,0.04908658944175246,1,0,,15,5,0.07173553719008265,1,0.0,0,,0
54.0,1.0,1,2.0,0,0.08771694339673293,0,0,1.0,14,8,0.020826446280991732,2,0.0,0,,0
41.0,2.0,1,1.0,0,0.0468047408759614,1,0,1.0,14,5,0.12,2,0.34174311926605505,1,1.0,0
40.0,4.0,0,1.0,0,0.05240198118146065,0,1,1.0,14,8,0.027438016528925618,6,0.0,0,,0
50.0,2.0,1,0.0,0,0.04967718554113368,0,0,1.0,5,2,0.2304132231404959,1,0.0,0,,0
40.0,0.0,1,1.0,0,0.047408759613964915,1,0,1.0,17,11,0.06611570247933883,2,0.22591743119266056,1,0.0,0
27.0,6.0,1,1.0,0,0.0505228117743386,1,0,1.0,16,7,0.21421487603305786,1,0.0,0,,1
60.0,9.0,1,0.0,0,0.044536314948792635,0,0,1.0,26,8,0.019504132231404958,2,0.0,0,,0
28.0,6.0,0,1.0,0,0.0468450087918283,1,1,1.0,6,5,0.04826446280991736,1,0.0,0,,0
52.0,0.0,1,1.0,0,0.05328787533053248,0,0,0.0,7,7,0.13024793388429753,2,0.5286697247706422,2,0.0,1
37.0,1.0,1,2.0,0,0.06211997154400613,0,0,1.0,30,6,0.07272727272727272,1,0.0,0,,1
51.0,2.0,1,0.0,0,0.06414678997597348,1,0,,7,5,0.13289256198347107,2,0.0,0,,0
41.0,4.0,0,1.0,0,0.05626770110468316,0,1,1.0,7,7,0.01851239669421488,4,0.0,0,,0
35.0,2.0,0,0.0,0,0.04840203487201514,1,0,,30,5,0.1709090909090909,2,0.0,0,,0
38.0,6.0,1,1.0,0,0.05016040053153649,1,0,1.0,17,4,0.09090909090909093,1,0.0,0,,0
34.0,2.0,1,1.0,0,0.06904605307311311,1,0,,20,5,0.06578512396694215,2,0.0,0,,0
39.0,2.0,1,0.0,0,0.04595911464275648,0,0,1.0,18,11,0.06512396694214878,2,0.0,0,,0
34.0,2.0,1,0.0,0,0.0505765023288278,1,0,,20,6,0.12165289256198347,3,0.0,0,,0
27.0,0.0,0,1.0,0,0.04185178722433256,1,0,1.0,18,5,0.12793388429752067,1,0.0,0,,1
32.0,1.0,0,2.0,0,0.09300546301391928,0,0,1.0,14,8,0.053223140495867766,2,0.0,0,,0
57.0,2.0,1,1.0,0,0.23363444785976026,0,0,1.0,11,8,0.07504132231404959,5,0.0,0,,0
41.0,,0,2.0,0,0.06550247647682582,0,0,1.0,1,7,0.09487603305785124,2,0.0,0,,0
41.0,6.0,1,2.0,0,0.11730043892028295,1,0,,14,5,0.04793388429752066,2,0.0,0,,0
30.0,6.0,0,2.0,0,0.047972510436101526,0,0,1.0,19,10,0.07570247933884297,1,0.15825688073394495,20,0.0,0
36.0,2.0,1,1.0,0,0.08262976335888109,0,0,1.0,12,2,0.15504132231404955,1,0.2098623853211009,1,2.0,0
31.0,0.0,0,0.0,0,0.04991879303633509,0,0,1.0,4,2,0.24198347107438015,1,0.0,0,,1
36.0,2.0,1,1.0,0,0.04446920175568113,1,0,,6,5,0.11008264462809918,1,0.0,0,,0
38.0,1.0,0,2.0,0,0.05108656259647522,1,0,1.0,11,5,0.18148760330578512,1,0.4220183486238532,7,0.0,0
49.0,4.0,1,1.0,0,0.12495134293499414,0,0,0.0,21,11,0.11272727272727273,2,0.0,0,,0
57.0,0.0,0,0.0,0,0.09516650783210964,1,0,0.0,13,5,0.020165289256198347,2,0.0,0,,0
34.0,1.0,0,1.0,0,0.05150266439376653,0,0,,13,8,0.001652892561983471,1,0.0,0,,0
32.0,1.0,0,2.0,0,0.05217379632488155,1,0,1.0,14,4,0.08429752066115702,2,0.16743119266055045,3,0.0,0
37.0,2.0,1,1.0,0,0.05020066844740339,1,1,,9,6,0.12132231404958678,3,0.0,0,,0
33.0,3.0,1,2.0,0,0.05095233621025221,1,0,1.0,3,2,0.0912396694214876,2,0.0,0,,0
56.0,0.0,1,0.0,0,0.08998536932390169,0,0,1.0,21,4,0.07900826446280992,1,0.0,0,,1
27.0,8.0,1,0.0,0,0.04446920175568113,1,0,1.0,23,7,0.1424793388429752,3,0.0,0,,0
,7.0,0,1.0,0,0.07786472664796447,0,0,1.0,30,6,0.08396694214876033,6,0.19495412844036694,3,2.0,1
58.0,1.0,1,2.0,0,0.0648313445457108,1,0,0.0,29,7,0.0009917355371900829,5,0.0,0,,0
32.0,3.0,1,1.0,0,0.047381914336720315,1,1,1.0,15,7,0.10347107438016527,5,0.0,0,,0
33.0,2.0,0,1.0,0,0.04476449980537174,0,0,1.0,30,1,0.023801652892561986,2,0.23853211009174316,1,0.0,0
25.0,7.0,0,1.0,0,0.04891209513966256,0,0,0.0,26,8,0.054876033057851235,4,0.0,0,,1
25.0,4.0,0,1.0,0,0.05124763425994282,0,1,1.0,17,11,0.1262809917355372,2,0.0,0,,1
30.0,0.0,1,1.0,0,0.0687373323848002,1,0,1.0,18,5,0.026115702479338844,2,0.0,0,,0
,6.0,0,1.0,0,0.09964966913195797,0,1,1.0,19,8,0.020165289256198347,1,0.0,0,,0
39.0,2.0,1,0.0,0,0.04516717896404075,0,0,1.0,13,8,0.021487603305785124,1,0.0,0,,0
46.0,1.0,1,2.0,0,0.04480476772123864,0,0,,17,6,0.18512396694214875,2,0.0,0,,0
31.0,6.0,1,1.0,0,0.06983798875182884,1,0,1.0,21,7,0.19305785123966945,1,0.0,0,,0
45.0,2.0,1,0.0,0,0.05009328733842499,0,0,1.0,18,8,0.03603305785123967,4,0.0,0,,0
32.0,4.0,1,1.0,0,0.08061636756553603,1,0,,21,5,0.0039669421487603315,1,0.0,0,,0
36.0,2.0,1,1.0,0,0.041368572233929736,0,1,1.0,15,7,0.25619834710743805,2,0.0,0,,0
51.0,1.0,0,2.0,1,0.04373095663145461,1,0,1.0,11,5,0.0915702479338843,2,0.30619266055045874,6,0.0,0
34.0,3.0,0,2.0,0,0.0506704607991839,0,0,1.0,21,8,0.6191735537190083,3,0.0,0,,1
,0.0,0,1.0,0,0.04606649575173488,0,0,,15,9,0.015537190082644628,1,0.0,0,,0
45.0,4.0,0,1.0,0,0.05233486798834915,0,1,1.0,28,7,0.009256198347107437,3,0.0,0,,0
32.0,2.0,0,1.0,0,0.04752956336156562,0,0,0.0,5,2,0.05685950413223141,1,0.33142201834862384,3,0.0,0
,9.0,1,2.0,0,0.10700527509697856,0,0,1.0,14,4,0.05190082644628099,1,0.0,0,,1
41.0,2.0,1,0.0,0,0.046724205044227585,1,0,1.0,18,11,0.06049586776859504,3,0.0,0,,0
37.0,2.0,1,0.0,0,0.04446920175568113,1,0,,26,5,0.006611570247933884,1,0.0,0,,0
43.0,2.0,1,,1,0.034872015140736366,1,0,,30,5,0.020826446280991732,3,0.0,0,,0
48.0,6.0,1,,0,0.04446920175568113,1,0,1.0,8,5,0.026776859504132236,1,0.1938073394495413,2,0.0,0
27.0,4.0,0,1.0,0,0.05479121085623012,1,0,,9,5,0.10347107438016527,2,0.0,0,,0
33.0,1.0,0,2.0,0,0.04446920175568113,0,0,1.0,28,8,0.07669421487603306,10,0.0,0,,0
29.0,6.0,0,1.0,0,0.05021409108602569,1,1,1.0,7,5,0.016528925619834708,1,0.3967889908256881,2,0.0,0
34.0,1.0,0,2.0,0,0.04446920175568113,0,0,1.0,5,2,0.022148760330578512,1,0.0,0,,0
52.0,1.0,1,2.0,0,0.03144924229204977,1,0,1.0,4,2,0.16033057851239668,1,0.0,0,,1
60.0,1.0,1,,0,0.12920631937826338,0,0,,19,6,0.011570247933884295,2,0.0,0,,0
32.0,1.0,1,2.0,0,0.05719386316962189,0,0,1.0,12,8,0.06611570247933883,2,0.0,0,,0
32.0,1.0,0,2.0,0,0.04446920175568113,1,0,1.0,22,7,0.14909090909090908,2,0.0,0,,0
56.0,0.0,1,,0,0.06966349444973892,1,0,,30,5,0.027107438016528925,1,0.0,0,,0
31.0,1.0,0,2.0,0,0.056200587911571655,1,0,1.0,18,11,0.06148760330578513,2,0.0,0,,0
42.0,6.0,1,1.0,0,0.04880471403068415,1,1,,8,5,0.0912396694214876,2,0.0,0,,0
35.0,1.0,1,2.0,0,0.04589200144964497,0,1,1.0,11,8,0.19305785123966945,2,0.0,0,,0
56.0,9.0,1,0.0,0,0.07005275096978564,0,1,,19,6,0.013553719008264464,9,0.0,0,,0
48.0,4.0,1,1.0,0,0.059932081448571164,1,0,1.0,21,7,0.05421487603305785,5,0.0,0,,0
46.0,6.0,1,1.0,0,0.0468718540690729,1,0,1.0,29,1,0.0628099173553719,4,0.5011467889908257,1,1.0,0
37.0,4.0,0,,0,0.04971745345700058,1,0,,8,5,0.03272727272727273,3,0.0,0,,0
41.0,5.0,1,,0,0.04566381659306586,1,0,,6,5,0.1087603305785124,2,0.0,0,,0
36.0,1.0,0,2.0,0,0.050402008026737895,1,1,1.0,29,7,0.03239669421487603,3,0.0,0,,0
45.0,0.0,1,0.0,1,0.04112696473872834,1,1,,1,7,0.029090909090909087,1,0.0,0,,0
55.0,5.0,1,1.0,0,0.15324626515080333,0,0,1.0,6,2,0.06909090909090909,2,0.0,0,,0
39.0,4.0,1,1.0,0,0.05119394370545362,0,0,,26,5,0.09421487603305784,1,0.0,0,,0
35.0,4.0,1,1.0,0,0.048603374451349636,0,0,1.0,22,8,0.02413223140495868,2,0.0,0,,0
55.0,6.0,1,1.0,0,0.052549630206305965,0,0,1.0,1,6,0.10578512396694216,3,0.1043577981651376,2,2.0,1
55.0,4.0,1,1.0,0,0.04813358209956913,1,0,1.0,29,1,0.026446280991735537,3,0.21100917431192664,3,0.0,0
27.0,3.0,0,1.0,0,0.04514033368679615,0,0,1.0,29,1,0.05421487603305785,1,0.0,0,,0
34.0,4.0,1,1.0,0,0.06649575173487604,1,0,1.0,17,4,0.12429752066115705,1,0.0,0,,0
34.0,2.0,1,2.0,0,0.04473765452812714,0,0,,4,10,0.0019834710743801653,1,0.0,0,,0
25.0,6.0,0,1.0,0,0.10607911303203983,1,0,,28,5,0.06446280991735537,2,0.0,0,,0
41.0,6.0,0,1.0,0,0.04103300626837224,0,1,,9,5,0.01024793388429752,3,0.0,0,,0
43.0,0.0,1,1.0,0,0.0575965423282909,1,1,,26,5,0.025785123966942148,2,0.0,0,,0
28.0,1.0,0,2.0,0,0.04554301284546517,0,0,1.0,20,10,0.2221487603305785,2,0.16857798165137616,2,0.0,1
31.0,6.0,0,1.0,0,0.07271043341700112,1,0,,3,6,0.14909090909090908,1,0.0,0,,0
,8.0,1,1.0,0,0.05116709842820902,0,0,0.0,16,3,0.02512396694214876,4,0.0,0,,0
45.0,2.0,1,1.0,0,0.0615025301673803,1,0,1.0,29,1,0.18016528925619835,2,0.0,0,,0
48.0,4.0,1,2.0,0,0.04863021972859425,0,0,,6,5,0.04330578512396694,1,0.0,0,,0
32.0,2.0,0,1.0,0,0.059811277700970465,1,1,1.0,10,7,0.13487603305785126,1,0.0,0,,0
42.0,4.0,1,1.0,0,0.08446866485013624,0,0,,20,6,0.03206611570247934,3,0.0,0,,0
37.0,1.0,0,2.0,0,0.04496583938470625,0,0,1.0,28,1,0.08231404958677686,2,0.0,0,,0
40.0,6.0,0,1.0,0,0.0506704607991839,1,1,1.0,6,4,0.08859504132231405,1,0.3853211009174312,4,1.0,0
32.0,6.0,1,1.0,0,0.058307942175272826,1,0,1.0,17,7,0.026446280991735537,1,0.0,0,,0
42.0,1.0,1,2.0,0,0.1653937531039852,0,0,1.0,20,11,0.04330578512396694,2,0.0,0,,0
43.0,6.0,1,1.0,0,0.038227674796311464,1,1,1.0,23,7,0.05355371900826447,1,0.0,0,,0
44.0,6.0,1,1.0,0,0.11401189245781936,1,1,1.0,31,7,0.004628099173553718,7,0.0,0,,0
37.0,6.0,1,1.0,0,0.046831586153206,1,0,1.0,5,5,0.04727272727272727,2,0.39908256880733933,1,0.0,0
37.0,,1,,0,0.06727426477496946,0,0,,9,6,0.019504132231404958,1,0.0,0,,0
37.0,6.0,1,2.0,0,0.04446920175568113,1,0,1.0,17,11,0.020165289256198347,2,0.13761467889908258,1,0.0,0
28.0,4.0,0,2.0,0,0.0467778955987168,1,1,1.0,2,2,0.0628099173553719,2,0.0,0,,0
32.0,0.0,0,1.0,0,0.04446920175568113,0,1,1.0,11,7,0.1087603305785124,2,0.0,0,,0
34.0,6.0,0,1.0,0,0.13814579670071542,1,0,1.0,15,5,0.003305785123966942,5,0.0,0,,0
40.0,6.0,1,1.0,0,0.044549737587414935,0,0,,11,6,0.04495867768595041,1,0.0,0,,0
34.0,0.0,1,1.0,0,0.043636998161098506,1,0,,16,6,0.034710743801652885,3,0.0,0,,0
34.0,3.0,1,2.0,0,0.07093864511885746,1,0,1.0,23,7,0.01884297520661157,2,0.0,0,,0
34.0,6.0,1,2.0,0,0.056536153877129174,1,0,0.0,19,11,0.12330578512396695,3,0.009174311926605505,4,2.0,0
37.0,0.0,0,1.0,0,0.04475107716674944,1,0,1.0,2,2,0.030413223140495868,1,0.3119266055045872,2,1.0,0
36.0,4.0,1,1.0,0,0.04477792244399404,1,0,1.0,8,5,0.048925619834710735,2,0.39908256880733933,1,0.0,0
56.0,9.0,1,1.0,0,0.02828149957718688,1,0,1.0,15,6,0.1249586776859504,2,0.0,0,,1
49.0,2.0,1,0.0,0,0.04446920175568113,1,1,0.0,23,7,0.030743801652892564,6,0.0,0,,0
33.0,3.0,1,1.0,0,0.047355069059475716,1,0,1.0,29,7,0.1781818181818182,12,0.0,0,,0
30.0,1.0,0,2.0,0,0.06288506194547724,0,0,1.0,20,11,0.07801652892561982,2,0.0,0,,0
36.0,0.0,1,1.0,0,0.07105944886645818,0,0,,17,6,0.014545454545454544,2,0.0,0,,0
,7.0,0,1.0,0,0.16817223929880135,0,0,1.0,5,6,0.1543801652892562,2,0.0,0,,0
57.0,9.0,1,1.0,0,0.04499268466195085,1,0,1.0,30,7,0.11570247933884298,3,0.0,0,,0
27.0,2.0,0,1.0,0,0.1191393404115381,1,0,,30,5,0.1424793388429752,2,0.0,0,,0
38.0,0.0,1,1.0,0,0.044482624394303436,0,1,1.0,21,11,0.048925619834710735,2,0.0,0,,0
42.0,4.0,1,2.0,0,0.05496570515832002,0,0,1.0,3,4,0.09289256198347108,1,0.0,0,,0
,9.0,1,1.0,0,0.09508597200037584,0,0,0.0,15,4,0.05983471074380165,1,0.20871559633027525,2,2.0,1
34.0,4.0,0,2.0,0,0.0577844592690031,1,0,1.0,4,5,0.09818181818181818,1,0.10206422018348624,2,2.0,0
48.0,4.0,1,1.0,0,0.0649521482933115,0,0,1.0,6,8,0.08892561983471074,2,0.0,0,,0
35.0,4.0,0,2.0,0,0.08014657521375552,1,0,1.0,19,8,0.2525619834710744,2,0.1628440366972477,3,0.0,1
39.0,1.0,1,2.0,0,0.06211997154400613,1,0,1.0,19,11,0.4406611570247934,4,0.14564220183486234,1,0.0,0
29.0,2.0,0,2.0,0,0.0505765023288278,0,0,0.0,21,4,0.13190082644628098,1,0.0,0,,1
45.0,4.0,0,2.0,0,0.04446920175568113,1,0,1.0,18,11,0.04462809917355372,2,0.0,0,,0
42.0,4.0,1,1.0,0,0.07171715815895087,1,1,1.0,9,7,0.06347107438016529,1,0.0,0,,0
29.0,4.0,1,1.0,0,0.06593200091273943,1,0,1.0,8,7,0.036694214876033054,1,0.07110091743119266,1,0.0,0
38.0,0.0,0,1.0,0,0.04183836458571026,1,0,1.0,2,2,0.01851239669421488,1,0.3119266055045872,1,0.0,0
56.0,9.0,1,1.0,0,0.062361579039207526,0,0,1.0,28,8,0.004297520661157025,14,0.0,0,,0
36.0,4.0,0,1.0,0,0.16727292251110726,1,0,1.0,13,8,0.04528925619834711,3,0.0,0,,0
25.0,2.0,0,1.0,0,0.039771278237876,1,0,,23,6,0.03008264462809917,3,0.0,0,,0
38.0,4.0,1,2.0,0,0.050267781640514896,1,0,1.0,15,5,0.0019834710743801653,2,0.4288990825688073,1,1.0,0
57.0,3.0,1,1.0,0,0.1987490100804016,0,0,1.0,19,11,0.06413223140495868,1,0.0,0,,0
31.0,1.0,1,2.0,1,0.04107327418423914,0,0,1.0,12,8,0.07140495867768595,4,0.0,0,,0
42.0,1.0,1,2.0,0,0.049462423323176866,1,0,1.0,3,8,0.21487603305785125,2,0.0,0,,1
45.0,4.0,1,1.0,0,0.06339512221312467,0,0,1.0,11,8,0.022148760330578512,2,0.0,0,,0
30.0,2.0,1,1.0,0,0.057556274412424,1,0,1.0,13,5,0.08330578512396694,2,0.4036697247706422,2,0.0,0
49.0,2.0,1,0.0,0,0.048563106535482736,1,1,0.0,10,7,0.2743801652892562,10,0.0,0,,0
49.0,0.0,1,1.0,0,0.049838257204601284,0,0,1.0,21,8,0.04859504132231405,3,0.0,0,,0
53.0,9.0,1,2.0,0,0.044173903705990517,1,0,1.0,31,7,0.005289256198347108,3,0.0,0,,0
37.0,4.0,1,1.0,0,0.09856243540355164,1,0,,26,5,0.0575206611570248,5,0.0,0,,0
49.0,2.0,1,0.0,0,0.049368464852820766,0,0,,26,5,0.01818181818181818,2,0.0,0,,0
41.0,3.0,1,0.0,0,0.04720742003463041,0,0,1.0,13,8,0.035371900826446284,7,0.0,0,,0
54.0,1.0,1,0.0,0,0.06716688366599106,1,0,1.0,20,11,0.06016528925619834,1,0.0,0,,0
32.0,0.0,0,1.0,0,0.04991879303633509,1,0,,6,5,0.07371900826446283,1,0.0,0,,0
33.0,4.0,1,1.0,0,0.041730983476731855,0,0,1.0,15,5,0.0968595041322314,3,0.0,0,,0
33.0,4.0,1,1.0,0,0.04928792902108697,1,0,1.0,20,4,0.06809917355371901,1,0.2786697247706422,1,1.0,0
36.0,2.0,1,0.0,0,0.04612018630622408,1,0,1.0,18,5,0.001652892561983471,1,0.0,0,,0
35.0,4.0,1,2.0,0,0.04446920175568113,1,1,1.0,23,9,0.035702479338842984,1,0.07224770642201835,6,1.0,0
52.0,,1,1.0,0,0.04637521644004779,0,0,1.0,25,8,0.035702479338842984,6,0.0,0,,0
40.0,5.0,1,2.0,0,0.09240144427591576,0,0,,9,6,0.07206611570247934,3,0.0,0,,0
44.0,4.0,0,1.0,0,0.04491214883021705,1,0,1.0,13,5,0.0631404958677686,3,0.4036697247706422,10,0.0,0
45.0,2.0,0,1.0,0,0.04446920175568113,1,0,1.0,26,7,0.2525619834710744,2,0.10550458715596332,5,2.0,0
30.0,7.0,0,1.0,0,0.08602569093032307,0,0,1.0,26,1,0.039338842975206616,1,0.0,0,,0
48.0,4.0,1,1.0,1,0.04473765452812714,0,0,1.0,27,8,0.04661157024793389,3,0.0,0,,0
33.0,2.0,1,1.0,0,0.09246855746902727,1,0,1.0,2,4,0.039669421487603315,1,0.3543577981651376,2,1.0,0
57.0,4.0,1,,0,0.04723426531187501,1,0,,5,5,0.07008264462809917,3,0.0,0,,0
57.0,8.0,1,0.0,0,0.13952832847881236,0,0,,6,6,0.021487603305785124,3,0.0,0,,0
51.0,0.0,1,2.0,0,0.06640179326451992,1,0,1.0,22,7,0.05421487603305785,4,0.0,0,,0
34.0,6.0,0,1.0,0,0.044482624394303436,1,0,1.0,22,7,0.15834710743801653,7,0.0,0,,0
